sample_index,time_s,code_signed,voltage_V
174,0.174,-3,-1.5e-05
175,0.175,-2,-1e-05
176,0.176,-2,-1e-05
177,0.177,-1,-5e-06
178,0.178,-1,-5e-06
179,0.179,0,0.0
180,0.18,0,0.0
181,0.181,0,0.0
182,0.182,0,0.0
183,0.183,0,0.0
184,0.184,0,0.0
185,0.185,0,0.0
186,0.186,0,0.0
187,0.187,0,0.0
188,0.188,0,0.0
189,0.189,0,0.0
190,0.19,0,0.0
191,0.191,0,0.0
192,0.192,0,0.0
193,0.193,0,0.0
194,0.194,0,0.0
195,0.195,0,0.0
196,0.196,1,5e-06
197,0.197,1,5e-06
198,0.198,2,1e-05
199,0.199,2,1e-05
200,0.2,3,1.5e-05
201,0.201,3,1.5e-05
202,0.202,4,2e-05
203,0.203,4,2e-05
204,0.204,4,2e-05
205,0.205,3,1.5e-05
206,0.206,3,1.5e-05
207,0.207,2,1e-05
208,0.208,2,1e-05
209,0.209,1,5e-06
210,0.21,1,5e-06
211,0.211,0,0.0
212,0.212,0,0.0
213,0.213,0,0.0
214,0.214,-1,-5e-06
215,0.215,-1,-5e-06
216,0.216,-1,-5e-06
217,0.217,-1,-5e-06
218,0.218,-2,-1e-05
219,0.219,-2,-1e-05
220,0.22,-2,-1e-05
221,0.221,-1,-5e-06
222,0.222,-1,-5e-06
223,0.223,-1,-5e-06
224,0.224,0,0.0
225,0.225,0,0.0
226,0.226,0,0.0
227,0.227,0,0.0
228,0.228,0,0.0
229,0.229,0,0.0
230,0.23,-1,-5e-06
231,0.231,-1,-5e-06
232,0.232,-1,-5e-06
233,0.233,-1,-5e-06
234,0.234,-2,-1e-05
235,0.235,-2,-1e-05
236,0.236,-2,-1e-05
237,0.237,-2,-1e-05
238,0.238,-2,-1e-05
239,0.239,-2,-1e-05
240,0.24,-2,-1e-05
241,0.241,-2,-1e-05
242,0.242,-2,-1e-05
243,0.243,-2,-1e-05
244,0.244,-2,-1e-05
245,0.245,-2,-1e-05
246,0.246,-2,-1e-05
247,0.247,-2,-1e-05
248,0.248,-2,-1e-05
249,0.249,-2,-1e-05
250,0.25,-2,-1e-05
251,0.251,-2,-1e-05
252,0.252,-2,-1e-05
253,0.253,-2,-1e-05
254,0.254,-2,-1e-05
255,0.255,-2,-1e-05
256,0.256,-2,-1e-05
257,0.257,-2,-1e-05
258,0.258,-2,-1e-05
259,0.259,-2,-1e-05
260,0.26,-1,-5e-06
261,0.261,-1,-5e-06
262,0.262,-1,-5e-06
263,0.263,0,0.0
264,0.264,0,0.0
265,0.265,0,0.0
266,0.266,0,0.0
267,0.267,-1,-5e-06
268,0.268,-1,-5e-06
269,0.269,-2,-1e-05
270,0.27,-2,-1e-05
271,0.271,-3,-1.5e-05
272,0.272,-3,-1.5e-05
273,0.273,-4,-2e-05
274,0.274,-4,-2e-05
275,0.275,-4,-2e-05
276,0.276,-4,-2e-05
277,0.277,-4,-2e-05
278,0.278,-4,-2e-05
279,0.279,-4,-2e-05
280,0.28,-4,-2e-05
281,0.281,-4,-2e-05
282,0.282,-4,-2e-05
283,0.283,-3,-1.5e-05
284,0.284,-3,-1.5e-05
285,0.285,-3,-1.5e-05
286,0.286,-3,-1.5e-05
287,0.287,-2,-1e-05
288,0.288,-2,-1e-05
289,0.289,-2,-1e-05
290,0.29,-2,-1e-05
291,0.291,-3,-1.5e-05
292,0.292,-3,-1.5e-05
293,0.293,-4,-2e-05
294,0.294,-4,-2e-05
295,0.295,-5,-2.5e-05
296,0.296,-5,-2.5e-05
297,0.297,-6,-3e-05
298,0.298,-6,-3e-05
299,0.299,-5,-2.5e-05
300,0.3,-5,-2.5e-05
301,0.301,-5,-2.5e-05
302,0.302,-5,-2.5e-05
303,0.303,-4,-2e-05
304,0.304,-4,-2e-05
305,0.305,-4,-2e-05
306,0.306,-3,-1.5e-05
307,0.307,-3,-1.5e-05
308,0.308,-2,-1e-05
309,0.309,-2,-1e-05
310,0.31,-1,-5e-06
311,0.311,-1,-5e-06
312,0.312,0,0.0
313,0.313,0,0.0
314,0.314,1,5e-06
315,0.315,1,5e-06
316,0.316,1,5e-06
317,0.317,1,5e-06
318,0.318,2,1e-05
319,0.319,2,1e-05
320,0.32,2,1e-05
321,0.321,3,1.5e-05
322,0.322,5,2.5e-05
323,0.323,7,3.5e-05
324,0.324,9,4.5e-05
325,0.325,11,5.5e-05
326,0.326,12,6e-05
327,0.327,14,7e-05
328,0.328,16,8e-05
329,0.329,17,8.5e-05
330,0.33,18,9e-05
331,0.331,18,9e-05
332,0.332,19,9.5e-05
333,0.333,20,0.0001
334,0.334,21,0.000105
335,0.335,21,0.000105
336,0.336,22,0.00011
337,0.337,21,0.000105
338,0.338,19,9.5e-05
339,0.339,18,9e-05
340,0.34,16,8e-05
341,0.341,14,7e-05
342,0.342,13,6.5e-05
343,0.343,11,5.5e-05
344,0.344,10,5e-05
345,0.345,9,4.5e-05
346,0.346,8,4e-05
347,0.347,8,4e-05
348,0.348,7,3.5e-05
349,0.349,6,3e-05
350,0.35,5,2.5e-05
351,0.351,5,2.5e-05
352,0.352,4,2e-05
353,0.353,3,1.5e-05
354,0.354,2,1e-05
355,0.355,1,5e-06
356,0.356,0,0.0
357,0.357,-1,-5e-06
358,0.358,-2,-1e-05
359,0.359,-3,-1.5e-05
360,0.36,-4,-2e-05
361,0.361,-4,-2e-05
362,0.362,-4,-2e-05
363,0.363,-5,-2.5e-05
364,0.364,-5,-2.5e-05
365,0.365,-5,-2.5e-05
366,0.366,-6,-3e-05
367,0.367,-6,-3e-05
368,0.368,-6,-3e-05
369,0.369,-7,-3.5e-05
370,0.37,-7,-3.5e-05
371,0.371,-8,-4e-05
372,0.372,-8,-4e-05
373,0.373,-9,-4.5e-05
374,0.374,-9,-4.5e-05
375,0.375,-10,-5e-05
376,0.376,-10,-5e-05
377,0.377,-10,-5e-05
378,0.378,-11,-5.5e-05
379,0.379,-11,-5.5e-05
380,0.38,-11,-5.5e-05
381,0.381,-11,-5.5e-05
382,0.382,-12,-6e-05
383,0.383,-12,-6e-05
384,0.384,-12,-6e-05
385,0.385,-12,-6e-05
386,0.386,-12,-6e-05
387,0.387,-12,-6e-05
388,0.388,-12,-6e-05
389,0.389,-12,-6e-05
390,0.39,-12,-6e-05
391,0.391,-12,-6e-05
392,0.392,-12,-6e-05
393,0.393,-12,-6e-05
394,0.394,-13,-6.5e-05
395,0.395,-13,-6.5e-05
396,0.396,-13,-6.5e-05
397,0.397,-13,-6.5e-05
398,0.398,-14,-7e-05
399,0.399,-14,-7e-05
400,0.4,-14,-7e-05
401,0.401,-14,-7e-05
402,0.402,-15,-7.5e-05
403,0.403,-15,-7.5e-05
404,0.404,-15,-7.5e-05
405,0.405,-15,-7.5e-05
406,0.406,-16,-8e-05
407,0.407,-16,-8e-05
408,0.408,-15,-7.5e-05
409,0.409,-15,-7.5e-05
410,0.41,-15,-7.5e-05
411,0.411,-15,-7.5e-05
412,0.412,-14,-7e-05
413,0.413,-14,-7e-05
414,0.414,-14,-7e-05
415,0.415,-14,-7e-05
416,0.416,-14,-7e-05
417,0.417,-15,-7.5e-05
418,0.418,-15,-7.5e-05
419,0.419,-15,-7.5e-05
420,0.42,-15,-7.5e-05
421,0.421,-16,-8e-05
422,0.422,-16,-8e-05
423,0.423,-15,-7.5e-05
424,0.424,-15,-7.5e-05
425,0.425,-14,-7e-05
426,0.426,-14,-7e-05
427,0.427,-13,-6.5e-05
428,0.428,-13,-6.5e-05
429,0.429,-12,-6e-05
430,0.43,-12,-6e-05
431,0.431,-12,-6e-05
432,0.432,-12,-6e-05
433,0.433,-13,-6.5e-05
434,0.434,-13,-6.5e-05
435,0.435,-13,-6.5e-05
436,0.436,-13,-6.5e-05
437,0.437,-14,-7e-05
438,0.438,-14,-7e-05
439,0.439,-13,-6.5e-05
440,0.44,-13,-6.5e-05
441,0.441,-13,-6.5e-05
442,0.442,-13,-6.5e-05
443,0.443,-12,-6e-05
444,0.444,-12,-6e-05
445,0.445,-12,-6e-05
446,0.446,-11,-5.5e-05
447,0.447,-11,-5.5e-05
448,0.448,-10,-5e-05
449,0.449,-10,-5e-05
450,0.45,-9,-4.5e-05
451,0.451,-9,-4.5e-05
452,0.452,-8,-4e-05
453,0.453,-8,-4e-05
454,0.454,-8,-4e-05
455,0.455,-8,-4e-05
456,0.456,-8,-4e-05
457,0.457,-8,-4e-05
458,0.458,-8,-4e-05
459,0.459,-8,-4e-05
460,0.46,-8,-4e-05
461,0.461,-8,-4e-05
462,0.462,-7,-3.5e-05
463,0.463,-7,-3.5e-05
464,0.464,-6,-3e-05
465,0.465,-6,-3e-05
466,0.466,-5,-2.5e-05
467,0.467,-5,-2.5e-05
468,0.468,-4,-2e-05
469,0.469,-4,-2e-05
470,0.47,-7,-3.5e-05
471,0.471,-10,-5e-05
472,0.472,-13,-6.5e-05
473,0.473,-16,-8e-05
474,0.474,-18,-9e-05
475,0.475,-21,-0.000105
476,0.476,-24,-0.00012
477,0.477,-28,-0.00014
478,0.478,-32,-0.00016
479,0.479,-37,-0.000185
480,0.48,-41,-0.000205
481,0.481,-46,-0.00023
482,0.482,-51,-0.000255
483,0.483,-55,-0.000275
484,0.484,-60,-0.0003
485,0.485,-58,-0.00029
486,0.486,-51,-0.000255
487,0.487,-43,-0.000215
488,0.488,-36,-0.00018
489,0.489,-29,-0.000145
490,0.49,-22,-0.00011
491,0.491,-15,-7.5e-05
492,0.492,-8,-4e-05
493,0.493,9,4.5e-05
494,0.494,28,0.00014
495,0.495,47,0.000235
496,0.496,66,0.00033
497,0.497,85,0.000425
498,0.498,105,0.000525
499,0.499,124,0.00062
500,0.5,143,0.000715
501,0.501,172,0.00086
502,0.502,202,0.00101
503,0.503,232,0.00116
504,0.504,261,0.001305
505,0.505,291,0.001455
506,0.506,321,0.001605
507,0.507,350,0.00175
508,0.508,375,0.001875
509,0.509,364,0.00182
510,0.51,354,0.00177
511,0.511,343,0.001715
512,0.512,333,0.001665
513,0.513,322,0.00161
514,0.514,312,0.00156
515,0.515,301,0.001505
516,0.516,282,0.00141
517,0.517,245,0.001225
518,0.518,208,0.00104
519,0.519,170,0.00085
520,0.52,133,0.000665
521,0.521,95,0.000475
522,0.522,58,0.00029
523,0.523,21,0.000105
524,0.524,-4,-2e-05
525,0.525,-17,-8.5e-05
526,0.526,-29,-0.000145
527,0.527,-42,-0.00021
528,0.528,-54,-0.00027
529,0.529,-67,-0.000335
530,0.53,-79,-0.000395
531,0.531,-92,-0.00046
532,0.532,-93,-0.000465
533,0.533,-89,-0.000445
534,0.534,-85,-0.000425
535,0.535,-82,-0.00041
536,0.536,-78,-0.00039
537,0.537,-74,-0.00037
538,0.538,-70,-0.00035
539,0.539,-66,-0.00033
540,0.54,-62,-0.00031
541,0.541,-57,-0.000285
542,0.542,-52,-0.00026
543,0.543,-47,-0.000235
544,0.544,-42,-0.00021
545,0.545,-37,-0.000185
546,0.546,-32,-0.00016
547,0.547,-28,-0.00014
548,0.548,-25,-0.000125
549,0.549,-21,-0.000105
550,0.55,-18,-9e-05
551,0.551,-15,-7.5e-05
552,0.552,-12,-6e-05
553,0.553,-9,-4.5e-05
554,0.554,-6,-3e-05
555,0.555,-4,-2e-05
556,0.556,-4,-2e-05
557,0.557,-4,-2e-05
558,0.558,-5,-2.5e-05
559,0.559,-5,-2.5e-05
560,0.56,-5,-2.5e-05
561,0.561,-5,-2.5e-05
562,0.562,-6,-3e-05
563,0.563,-6,-3e-05
564,0.564,-7,-3.5e-05
565,0.565,-7,-3.5e-05
566,0.566,-8,-4e-05
567,0.567,-8,-4e-05
568,0.568,-9,-4.5e-05
569,0.569,-9,-4.5e-05
570,0.57,-10,-5e-05
571,0.571,-10,-5e-05
572,0.572,-9,-4.5e-05
573,0.573,-9,-4.5e-05
574,0.574,-9,-4.5e-05
575,0.575,-9,-4.5e-05
576,0.576,-8,-4e-05
577,0.577,-8,-4e-05
578,0.578,-8,-4e-05
579,0.579,-8,-4e-05
580,0.58,-8,-4e-05
581,0.581,-9,-4.5e-05
582,0.582,-9,-4.5e-05
583,0.583,-9,-4.5e-05
584,0.584,-9,-4.5e-05
585,0.585,-10,-5e-05
586,0.586,-10,-5e-05
587,0.587,-10,-5e-05
588,0.588,-9,-4.5e-05
589,0.589,-9,-4.5e-05
590,0.59,-9,-4.5e-05
591,0.591,-9,-4.5e-05
592,0.592,-8,-4e-05
593,0.593,-8,-4e-05
594,0.594,-8,-4e-05
595,0.595,-8,-4e-05
596,0.596,-8,-4e-05
597,0.597,-9,-4.5e-05
598,0.598,-9,-4.5e-05
599,0.599,-9,-4.5e-05
600,0.6,-9,-4.5e-05
601,0.601,-10,-5e-05
602,0.602,-10,-5e-05
603,0.603,-9,-4.5e-05
604,0.604,-9,-4.5e-05
605,0.605,-8,-4e-05
606,0.606,-8,-4e-05
607,0.607,-7,-3.5e-05
608,0.608,-7,-3.5e-05
609,0.609,-6,-3e-05
610,0.61,-6,-3e-05
611,0.611,-5,-2.5e-05
612,0.612,-5,-2.5e-05
613,0.613,-5,-2.5e-05
614,0.614,-5,-2.5e-05
615,0.615,-4,-2e-05
616,0.616,-4,-2e-05
617,0.617,-4,-2e-05
618,0.618,-4,-2e-05
619,0.619,-4,-2e-05
620,0.62,-4,-2e-05
621,0.621,-4,-2e-05
622,0.622,-4,-2e-05
623,0.623,-4,-2e-05
624,0.624,-4,-2e-05
625,0.625,-4,-2e-05
626,0.626,-3,-1.5e-05
627,0.627,-3,-1.5e-05
628,0.628,-2,-1e-05
629,0.629,-2,-1e-05
630,0.63,-1,-5e-06
631,0.631,-1,-5e-06
632,0.632,0,0.0
633,0.633,0,0.0
634,0.634,0,0.0
635,0.635,0,0.0
636,0.636,0,0.0
637,0.637,0,0.0
638,0.638,0,0.0
639,0.639,0,0.0
640,0.64,0,0.0
641,0.641,0,0.0
642,0.642,0,0.0
643,0.643,0,0.0
644,0.644,0,0.0
645,0.645,0,0.0
646,0.646,0,0.0
647,0.647,0,0.0
648,0.648,0,0.0
649,0.649,0,0.0
650,0.65,1,5e-06
651,0.651,1,5e-06
652,0.652,1,5e-06
653,0.653,1,5e-06
654,0.654,2,1e-05
655,0.655,2,1e-05
656,0.656,2,1e-05
657,0.657,2,1e-05
658,0.658,2,1e-05
659,0.659,1,5e-06
660,0.66,1,5e-06
661,0.661,1,5e-06
662,0.662,1,5e-06
663,0.663,0,0.0
664,0.664,0,0.0
665,0.665,1,5e-06
666,0.666,2,1e-05
667,0.667,3,1.5e-05
668,0.668,4,2e-05
669,0.669,5,2.5e-05
670,0.67,6,3e-05
671,0.671,7,3.5e-05
672,0.672,8,4e-05
673,0.673,8,4e-05
674,0.674,9,4.5e-05
675,0.675,9,4.5e-05
676,0.676,9,4.5e-05
677,0.677,9,4.5e-05
678,0.678,10,5e-05
679,0.679,10,5e-05
680,0.68,10,5e-05
681,0.681,11,5.5e-05
682,0.682,11,5.5e-05
683,0.683,12,6e-05
684,0.684,12,6e-05
685,0.685,13,6.5e-05
686,0.686,13,6.5e-05
687,0.687,14,7e-05
688,0.688,15,7.5e-05
689,0.689,15,7.5e-05
690,0.69,16,8e-05
691,0.691,17,8.5e-05
692,0.692,18,9e-05
693,0.693,18,9e-05
694,0.694,19,9.5e-05
695,0.695,20,0.0001
696,0.696,20,0.0001
697,0.697,20,0.0001
698,0.698,20,0.0001
699,0.699,20,0.0001
700,0.7,20,0.0001
701,0.701,20,0.0001
702,0.702,20,0.0001
703,0.703,20,0.0001
704,0.704,20,0.0001
705,0.705,21,0.000105
706,0.706,21,0.000105
707,0.707,21,0.000105
708,0.708,21,0.000105
709,0.709,22,0.00011
710,0.71,22,0.00011
711,0.711,22,0.00011
712,0.712,23,0.000115
713,0.713,24,0.00012
714,0.714,24,0.00012
715,0.715,25,0.000125
716,0.716,26,0.00013
717,0.717,27,0.000135
718,0.718,28,0.00014
719,0.719,28,0.00014
720,0.72,28,0.00014
721,0.721,29,0.000145
722,0.722,29,0.000145
723,0.723,29,0.000145
724,0.724,30,0.00015
725,0.725,30,0.00015
726,0.726,30,0.00015
727,0.727,30,0.00015
728,0.728,31,0.000155
729,0.729,32,0.00016
730,0.73,33,0.000165
731,0.731,34,0.00017
732,0.732,34,0.00017
733,0.733,35,0.000175
734,0.734,36,0.00018
735,0.735,37,0.000185
736,0.736,38,0.00019
737,0.737,39,0.000195
738,0.738,40,0.0002
739,0.739,41,0.000205
740,0.74,42,0.00021
741,0.741,43,0.000215
742,0.742,44,0.00022
743,0.743,45,0.000225
744,0.744,46,0.00023
745,0.745,46,0.00023
746,0.746,47,0.000235
747,0.747,48,0.00024
748,0.748,49,0.000245
749,0.749,49,0.000245
750,0.75,50,0.00025
751,0.751,51,0.000255
752,0.752,53,0.000265
753,0.753,54,0.00027
754,0.754,55,0.000275
755,0.755,56,0.00028
756,0.756,58,0.00029
757,0.757,59,0.000295
758,0.758,60,0.0003
759,0.759,61,0.000305
760,0.76,61,0.000305
761,0.761,62,0.00031
762,0.762,62,0.00031
763,0.763,63,0.000315
764,0.764,63,0.000315
765,0.765,64,0.00032
766,0.766,64,0.00032
767,0.767,65,0.000325
768,0.768,67,0.000335
769,0.769,68,0.00034
770,0.77,69,0.000345
771,0.771,70,0.00035
772,0.772,71,0.000355
773,0.773,72,0.00036
774,0.774,73,0.000365
775,0.775,74,0.00037
776,0.776,75,0.000375
777,0.777,76,0.00038
778,0.778,77,0.000385
779,0.779,78,0.00039
780,0.78,79,0.000395
781,0.781,80,0.0004
782,0.782,81,0.000405
783,0.783,81,0.000405
784,0.784,82,0.00041
785,0.785,82,0.00041
786,0.786,83,0.000415
787,0.787,83,0.000415
788,0.788,84,0.00042
789,0.789,84,0.00042
790,0.79,85,0.000425
791,0.791,87,0.000435
792,0.792,89,0.000445
793,0.793,90,0.00045
794,0.794,92,0.00046
795,0.795,93,0.000465
796,0.796,95,0.000475
797,0.797,96,0.00048
798,0.798,97,0.000485
799,0.799,97,0.000485
800,0.8,98,0.00049
801,0.801,98,0.00049
802,0.802,99,0.000495
803,0.803,99,0.000495
804,0.804,100,0.0005
805,0.805,100,0.0005
806,0.806,100,0.0005
807,0.807,101,0.000505
808,0.808,101,0.000505
809,0.809,101,0.000505
810,0.81,102,0.00051
811,0.811,102,0.00051
812,0.812,102,0.00051
813,0.813,102,0.00051
814,0.814,102,0.00051
815,0.815,102,0.00051
816,0.816,102,0.00051
817,0.817,102,0.00051
818,0.818,102,0.00051
819,0.819,102,0.00051
820,0.82,102,0.00051
821,0.821,102,0.00051
822,0.822,101,0.000505
823,0.823,100,0.0005
824,0.824,99,0.000495
825,0.825,97,0.000485
826,0.826,96,0.00048
827,0.827,95,0.000475
828,0.828,94,0.00047
829,0.829,93,0.000465
830,0.83,91,0.000455
831,0.831,89,0.000445
832,0.832,87,0.000435
833,0.833,86,0.00043
834,0.834,84,0.00042
835,0.835,82,0.00041
836,0.836,80,0.0004
837,0.837,78,0.00039
838,0.838,77,0.000385
839,0.839,75,0.000375
840,0.84,73,0.000365
841,0.841,71,0.000355
842,0.842,69,0.000345
843,0.843,68,0.00034
844,0.844,66,0.00033
845,0.845,64,0.00032
846,0.846,61,0.000305
847,0.847,59,0.000295
848,0.848,57,0.000285
849,0.849,54,0.00027
850,0.85,52,0.00026
851,0.851,50,0.00025
852,0.852,48,0.00024
853,0.853,46,0.00023
854,0.854,45,0.000225
855,0.855,44,0.00022
856,0.856,43,0.000215
857,0.857,41,0.000205
858,0.858,40,0.0002
859,0.859,39,0.000195
860,0.86,37,0.000185
861,0.861,36,0.00018
862,0.862,34,0.00017
863,0.863,33,0.000165
864,0.864,31,0.000155
865,0.865,30,0.00015
866,0.866,28,0.00014
867,0.867,27,0.000135
868,0.868,25,0.000125
869,0.869,24,0.00012
870,0.87,23,0.000115
871,0.871,21,0.000105
872,0.872,20,0.0001
873,0.873,19,9.5e-05
874,0.874,18,9e-05
875,0.875,16,8e-05
876,0.876,16,8e-05
877,0.877,15,7.5e-05
878,0.878,15,7.5e-05
879,0.879,14,7e-05
880,0.88,14,7e-05
881,0.881,13,6.5e-05
882,0.882,13,6.5e-05
883,0.883,12,6e-05
884,0.884,12,6e-05
885,0.885,11,5.5e-05
886,0.886,11,5.5e-05
887,0.887,10,5e-05
888,0.888,10,5e-05
889,0.889,9,4.5e-05
890,0.89,9,4.5e-05
891,0.891,8,4e-05
892,0.892,8,4e-05
893,0.893,7,3.5e-05
894,0.894,7,3.5e-05
895,0.895,6,3e-05
896,0.896,5,2.5e-05
897,0.897,5,2.5e-05
898,0.898,4,2e-05
899,0.899,4,2e-05
900,0.9,4,2e-05
901,0.901,4,2e-05
902,0.902,3,1.5e-05
903,0.903,3,1.5e-05
904,0.904,3,1.5e-05
905,0.905,3,1.5e-05
906,0.906,2,1e-05
907,0.907,2,1e-05
908,0.908,2,1e-05
909,0.909,2,1e-05
910,0.91,1,5e-06
911,0.911,1,5e-06
912,0.912,1,5e-06
913,0.913,0,0.0
914,0.914,0,0.0
915,0.915,0,0.0
916,0.916,0,0.0
917,0.917,0,0.0
918,0.918,0,0.0
919,0.919,0,0.0
920,0.92,0,0.0
921,0.921,0,0.0
922,0.922,0,0.0
923,0.923,0,0.0
924,0.924,0,0.0
925,0.925,0,0.0
926,0.926,0,0.0
927,0.927,0,0.0
928,0.928,0,0.0
929,0.929,0,0.0
930,0.93,0,0.0
931,0.931,0,0.0
932,0.932,0,0.0
933,0.933,-1,-5e-06
934,0.934,-1,-5e-06
935,0.935,-1,-5e-06
936,0.936,-1,-5e-06
937,0.937,-2,-1e-05
938,0.938,-2,-1e-05
939,0.939,-1,-5e-06
940,0.94,-1,-5e-06
941,0.941,-1,-5e-06
942,0.942,-1,-5e-06
943,0.943,0,0.0
944,0.944,0,0.0
945,0.945,0,0.0
946,0.946,0,0.0
947,0.947,1,5e-06
948,0.948,1,5e-06
949,0.949,1,5e-06
950,0.95,1,5e-06
951,0.951,2,1e-05
952,0.952,2,1e-05
953,0.953,2,1e-05
954,0.954,2,1e-05
955,0.955,2,1e-05
956,0.956,2,1e-05
957,0.957,2,1e-05
958,0.958,2,1e-05
959,0.959,2,1e-05
960,0.96,2,1e-05
961,0.961,2,1e-05
962,0.962,2,1e-05
963,0.963,2,1e-05
964,0.964,1,5e-06
965,0.965,1,5e-06
966,0.966,1,5e-06
967,0.967,1,5e-06
968,0.968,0,0.0
969,0.969,0,0.0
970,0.97,0,0.0
971,0.971,1,5e-06
972,0.972,1,5e-06
973,0.973,1,5e-06
974,0.974,1,5e-06
975,0.975,2,1e-05
976,0.976,2,1e-05
977,0.977,2,1e-05
978,0.978,2,1e-05
979,0.979,2,1e-05
980,0.98,1,5e-06
981,0.981,1,5e-06
982,0.982,1,5e-06
983,0.983,1,5e-06
984,0.984,0,0.0
985,0.985,0,0.0
986,0.986,0,0.0
987,0.987,0,0.0
988,0.988,0,0.0
989,0.989,0,0.0
990,0.99,0,0.0
991,0.991,0,0.0
992,0.992,0,0.0
993,0.993,0,0.0
994,0.994,0,0.0
995,0.995,-1,-5e-06
996,0.996,-1,-5e-06
997,0.997,-1,-5e-06
