sample_index,time_s,code_signed,voltage_V
136,0.136,0,0.0
137,0.137,-5,-2.5e-05
138,0.138,-10,-5e-05
139,0.139,-16,-8e-05
140,0.14,-22,-0.00011
141,0.141,-27,-0.000135
142,0.142,-34,-0.00017
143,0.143,-40,-0.0002
144,0.144,-47,-0.000235
145,0.145,-53,-0.000265
146,0.146,-59,-0.000295
147,0.147,-64,-0.00032
148,0.148,-69,-0.000345
149,0.149,-74,-0.00037
150,0.15,-79,-0.000395
151,0.151,-84,-0.00042
152,0.152,-89,-0.000445
153,0.153,-94,-0.00047
154,0.154,-96,-0.00048
155,0.155,-98,-0.00049
156,0.156,-101,-0.000505
157,0.157,-104,-0.00052
158,0.158,-107,-0.000535
159,0.159,-109,-0.000545
160,0.16,-111,-0.000555
161,0.161,-112,-0.00056
162,0.162,-114,-0.00057
163,0.163,-115,-0.000575
164,0.164,-116,-0.00058
165,0.165,-117,-0.000585
166,0.166,-119,-0.000595
167,0.167,-120,-0.0006
168,0.168,-121,-0.000605
169,0.169,-122,-0.00061
170,0.17,-124,-0.00062
171,0.171,-126,-0.00063
172,0.172,-129,-0.000645
173,0.173,-130,-0.00065
174,0.174,-130,-0.00065
175,0.175,-130,-0.00065
176,0.176,-130,-0.00065
177,0.177,-130,-0.00065
178,0.178,-130,-0.00065
179,0.179,-128,-0.00064
180,0.18,-126,-0.00063
181,0.181,-125,-0.000625
182,0.182,-123,-0.000615
183,0.183,-122,-0.00061
184,0.184,-121,-0.000605
185,0.185,-120,-0.0006
186,0.186,-119,-0.000595
187,0.187,-119,-0.000595
188,0.188,-118,-0.00059
189,0.189,-117,-0.000585
190,0.19,-118,-0.00059
191,0.191,-118,-0.00059
192,0.192,-119,-0.000595
193,0.193,-119,-0.000595
194,0.194,-120,-0.0006
195,0.195,-120,-0.0006
196,0.196,-120,-0.0006
197,0.197,-119,-0.000595
198,0.198,-120,-0.0006
199,0.199,-122,-0.00061
200,0.2,-123,-0.000615
201,0.201,-124,-0.00062
202,0.202,-125,-0.000625
203,0.203,-126,-0.00063
204,0.204,-125,-0.000625
205,0.205,-124,-0.00062
206,0.206,-122,-0.00061
207,0.207,-120,-0.0006
208,0.208,-118,-0.00059
209,0.209,-115,-0.000575
210,0.21,-112,-0.00056
211,0.211,-110,-0.00055
212,0.212,-106,-0.00053
213,0.213,-103,-0.000515
214,0.214,-100,-0.0005
215,0.215,-98,-0.00049
216,0.216,-96,-0.00048
217,0.217,-95,-0.000475
218,0.218,-93,-0.000465
219,0.219,-92,-0.00046
220,0.22,-90,-0.00045
221,0.221,-88,-0.00044
222,0.222,-87,-0.000435
223,0.223,-85,-0.000425
224,0.224,-84,-0.00042
225,0.225,-82,-0.00041
226,0.226,-79,-0.000395
227,0.227,-76,-0.00038
228,0.228,-73,-0.000365
229,0.229,-70,-0.00035
230,0.23,-67,-0.000335
231,0.231,-65,-0.000325
232,0.232,-65,-0.000325
233,0.233,-64,-0.00032
234,0.234,-63,-0.000315
235,0.235,-61,-0.000305
236,0.236,-59,-0.000295
237,0.237,-56,-0.00028
238,0.238,-54,-0.00027
239,0.239,-52,-0.00026
240,0.24,-51,-0.000255
241,0.241,-50,-0.00025
242,0.242,-49,-0.000245
243,0.243,-47,-0.000235
244,0.244,-46,-0.00023
245,0.245,-45,-0.000225
246,0.246,-45,-0.000225
247,0.247,-45,-0.000225
248,0.248,-47,-0.000235
249,0.249,-50,-0.00025
250,0.25,-52,-0.00026
251,0.251,-55,-0.000275
252,0.252,-57,-0.000285
253,0.253,-60,-0.0003
254,0.254,-61,-0.000305
255,0.255,-63,-0.000315
256,0.256,-66,-0.00033
257,0.257,-70,-0.00035
258,0.258,-74,-0.00037
259,0.259,-77,-0.000385
260,0.26,-81,-0.000405
261,0.261,-84,-0.00042
262,0.262,-89,-0.000445
263,0.263,-94,-0.00047
264,0.264,-99,-0.000495
265,0.265,-103,-0.000515
266,0.266,-107,-0.000535
267,0.267,-111,-0.000555
268,0.268,-116,-0.00058
269,0.269,-121,-0.000605
270,0.27,-126,-0.00063
271,0.271,-131,-0.000655
272,0.272,-135,-0.000675
273,0.273,-140,-0.0007
274,0.274,-145,-0.000725
275,0.275,-150,-0.00075
276,0.276,-153,-0.000765
277,0.277,-157,-0.000785
278,0.278,-160,-0.0008
279,0.279,-165,-0.000825
280,0.28,-169,-0.000845
281,0.281,-173,-0.000865
282,0.282,-177,-0.000885
283,0.283,-182,-0.00091
284,0.284,-187,-0.000935
285,0.285,-192,-0.00096
286,0.286,-198,-0.00099
287,0.287,-202,-0.00101
288,0.288,-206,-0.00103
289,0.289,-211,-0.001055
290,0.29,-214,-0.00107
291,0.291,-217,-0.001085
292,0.292,-220,-0.0011
293,0.293,-221,-0.001105
294,0.294,-222,-0.00111
295,0.295,-222,-0.00111
296,0.296,-221,-0.001105
297,0.297,-220,-0.0011
298,0.298,-220,-0.0011
299,0.299,-219,-0.001095
300,0.3,-218,-0.00109
301,0.301,-219,-0.001095
302,0.302,-220,-0.0011
303,0.303,-220,-0.0011
304,0.304,-221,-0.001105
305,0.305,-222,-0.00111
306,0.306,-222,-0.00111
307,0.307,-221,-0.001105
308,0.308,-221,-0.001105
309,0.309,-221,-0.001105
310,0.31,-221,-0.001105
311,0.311,-221,-0.001105
312,0.312,-221,-0.001105
313,0.313,-221,-0.001105
314,0.314,-221,-0.001105
315,0.315,-220,-0.0011
316,0.316,-220,-0.0011
317,0.317,-220,-0.0011
318,0.318,-221,-0.001105
319,0.319,-222,-0.00111
320,0.32,-222,-0.00111
321,0.321,-222,-0.00111
322,0.322,-221,-0.001105
323,0.323,-220,-0.0011
324,0.324,-219,-0.001095
325,0.325,-218,-0.00109
326,0.326,-215,-0.001075
327,0.327,-212,-0.00106
328,0.328,-209,-0.001045
329,0.329,-206,-0.00103
330,0.33,-203,-0.001015
331,0.331,-201,-0.001005
332,0.332,-200,-0.001
333,0.333,-200,-0.001
334,0.334,-198,-0.00099
335,0.335,-195,-0.000975
336,0.336,-193,-0.000965
337,0.337,-192,-0.00096
338,0.338,-191,-0.000955
339,0.339,-190,-0.00095
340,0.34,-184,-0.00092
341,0.341,-179,-0.000895
342,0.342,-174,-0.00087
343,0.343,-168,-0.00084
344,0.344,-163,-0.000815
345,0.345,-158,-0.00079
346,0.346,-152,-0.00076
347,0.347,-147,-0.000735
348,0.348,-144,-0.00072
349,0.349,-140,-0.0007
350,0.35,-136,-0.00068
351,0.351,-136,-0.00068
352,0.352,-136,-0.00068
353,0.353,-136,-0.00068
354,0.354,-136,-0.00068
355,0.355,-136,-0.00068
356,0.356,-136,-0.00068
357,0.357,-136,-0.00068
358,0.358,-136,-0.00068
359,0.359,-134,-0.00067
360,0.36,-131,-0.000655
361,0.361,-129,-0.000645
362,0.362,-125,-0.000625
363,0.363,-121,-0.000605
364,0.364,-117,-0.000585
365,0.365,-114,-0.00057
366,0.366,-110,-0.00055
367,0.367,-108,-0.00054
368,0.368,-107,-0.000535
369,0.369,-106,-0.00053
370,0.37,-105,-0.000525
371,0.371,-104,-0.00052
372,0.372,-103,-0.000515
373,0.373,-102,-0.00051
374,0.374,-101,-0.000505
375,0.375,-100,-0.0005
376,0.376,-98,-0.00049
377,0.377,-96,-0.00048
378,0.378,-94,-0.00047
379,0.379,-92,-0.00046
380,0.38,-89,-0.000445
381,0.381,-87,-0.000435
382,0.382,-84,-0.00042
383,0.383,-80,-0.0004
384,0.384,-78,-0.00039
385,0.385,-76,-0.00038
386,0.386,-74,-0.00037
387,0.387,-73,-0.000365
388,0.388,-73,-0.000365
389,0.389,-72,-0.00036
390,0.39,-73,-0.000365
391,0.391,-75,-0.000375
392,0.392,-76,-0.00038
393,0.393,-77,-0.000385
394,0.394,-79,-0.000395
395,0.395,-79,-0.000395
396,0.396,-79,-0.000395
397,0.397,-79,-0.000395
398,0.398,-79,-0.000395
399,0.399,-79,-0.000395
400,0.4,-78,-0.00039
401,0.401,-77,-0.000385
402,0.402,-75,-0.000375
403,0.403,-74,-0.00037
404,0.404,-74,-0.00037
405,0.405,-73,-0.000365
406,0.406,-74,-0.00037
407,0.407,-74,-0.00037
408,0.408,-75,-0.000375
409,0.409,-76,-0.00038
410,0.41,-76,-0.00038
411,0.411,-76,-0.00038
412,0.412,-76,-0.00038
413,0.413,-76,-0.00038
414,0.414,-76,-0.00038
415,0.415,-77,-0.000385
416,0.416,-79,-0.000395
417,0.417,-79,-0.000395
418,0.418,-80,-0.0004
419,0.419,-80,-0.0004
420,0.42,-80,-0.0004
421,0.421,-80,-0.0004
422,0.422,-79,-0.000395
423,0.423,-80,-0.0004
424,0.424,-81,-0.000405
425,0.425,-81,-0.000405
426,0.426,-83,-0.000415
427,0.427,-84,-0.00042
428,0.428,-86,-0.00043
429,0.429,-88,-0.00044
430,0.43,-90,-0.00045
431,0.431,-93,-0.000465
432,0.432,-95,-0.000475
433,0.433,-98,-0.00049
434,0.434,-102,-0.00051
435,0.435,-105,-0.000525
436,0.436,-109,-0.000545
437,0.437,-112,-0.00056
438,0.438,-116,-0.00058
439,0.439,-120,-0.0006
440,0.44,-123,-0.000615
441,0.441,-127,-0.000635
442,0.442,-130,-0.00065
443,0.443,-132,-0.00066
444,0.444,-133,-0.000665
445,0.445,-135,-0.000675
446,0.446,-136,-0.00068
447,0.447,-137,-0.000685
448,0.448,-139,-0.000695
449,0.449,-142,-0.00071
450,0.45,-145,-0.000725
451,0.451,-146,-0.00073
452,0.452,-147,-0.000735
453,0.453,-149,-0.000745
454,0.454,-152,-0.00076
455,0.455,-155,-0.000775
456,0.456,-157,-0.000785
457,0.457,-159,-0.000795
458,0.458,-162,-0.00081
459,0.459,-162,-0.00081
460,0.46,-160,-0.0008
461,0.461,-159,-0.000795
462,0.462,-160,-0.0008
463,0.463,-160,-0.0008
464,0.464,-160,-0.0008
465,0.465,-160,-0.0008
466,0.466,-160,-0.0008
467,0.467,-160,-0.0008
468,0.468,-161,-0.000805
469,0.469,-162,-0.00081
470,0.47,-163,-0.000815
471,0.471,-166,-0.00083
472,0.472,-168,-0.00084
473,0.473,-169,-0.000845
474,0.474,-170,-0.00085
475,0.475,-171,-0.000855
476,0.476,-173,-0.000865
477,0.477,-174,-0.00087
478,0.478,-175,-0.000875
479,0.479,-173,-0.000865
480,0.48,-171,-0.000855
481,0.481,-169,-0.000845
482,0.482,-166,-0.00083
483,0.483,-162,-0.00081
484,0.484,-158,-0.00079
485,0.485,-154,-0.00077
486,0.486,-149,-0.000745
487,0.487,-140,-0.0007
488,0.488,-131,-0.000655
489,0.489,-121,-0.000605
490,0.49,-108,-0.00054
491,0.491,-96,-0.00048
492,0.492,-82,-0.00041
493,0.493,-65,-0.000325
494,0.494,-48,-0.00024
495,0.495,-32,-0.00016
496,0.496,-16,-8e-05
497,0.497,0,0.0
498,0.498,16,8e-05
499,0.499,31,0.000155
500,0.5,47,0.000235
501,0.501,58,0.00029
502,0.502,70,0.00035
503,0.503,80,0.0004
504,0.504,88,0.00044
505,0.505,95,0.000475
506,0.506,101,0.000505
507,0.507,104,0.00052
508,0.508,107,0.000535
509,0.509,106,0.00053
510,0.51,104,0.00052
511,0.511,101,0.000505
512,0.512,96,0.00048
513,0.513,90,0.00045
514,0.514,83,0.000415
515,0.515,70,0.00035
516,0.516,57,0.000285
517,0.517,41,0.000205
518,0.518,19,9.5e-05
519,0.519,-3,-1.5e-05
520,0.52,-23,-0.000115
521,0.521,-42,-0.00021
522,0.522,-60,-0.0003
523,0.523,-71,-0.000355
524,0.524,-79,-0.000395
525,0.525,-87,-0.000435
526,0.526,-88,-0.00044
527,0.527,-89,-0.000445
528,0.528,-89,-0.000445
529,0.529,-91,-0.000455
530,0.53,-92,-0.00046
531,0.531,-95,-0.000475
532,0.532,-100,-0.0005
533,0.533,-105,-0.000525
534,0.534,-113,-0.000565
535,0.535,-123,-0.000615
536,0.536,-132,-0.00066
537,0.537,-139,-0.000695
538,0.538,-146,-0.00073
539,0.539,-152,-0.00076
540,0.54,-154,-0.00077
541,0.541,-155,-0.000775
542,0.542,-156,-0.00078
543,0.543,-153,-0.000765
544,0.544,-151,-0.000755
545,0.545,-149,-0.000745
546,0.546,-148,-0.00074
547,0.547,-147,-0.000735
548,0.548,-147,-0.000735
549,0.549,-148,-0.00074
550,0.55,-148,-0.00074
551,0.551,-149,-0.000745
552,0.552,-149,-0.000745
553,0.553,-149,-0.000745
554,0.554,-150,-0.00075
555,0.555,-150,-0.00075
556,0.556,-150,-0.00075
557,0.557,-149,-0.000745
558,0.558,-148,-0.00074
559,0.559,-147,-0.000735
560,0.56,-145,-0.000725
561,0.561,-144,-0.00072
562,0.562,-145,-0.000725
563,0.563,-146,-0.00073
564,0.564,-146,-0.00073
565,0.565,-148,-0.00074
566,0.566,-150,-0.00075
567,0.567,-151,-0.000755
568,0.568,-152,-0.00076
569,0.569,-153,-0.000765
570,0.57,-153,-0.000765
571,0.571,-153,-0.000765
572,0.572,-152,-0.00076
573,0.573,-150,-0.00075
574,0.574,-147,-0.000735
575,0.575,-144,-0.00072
576,0.576,-140,-0.0007
577,0.577,-135,-0.000675
578,0.578,-131,-0.000655
579,0.579,-127,-0.000635
580,0.58,-124,-0.00062
581,0.581,-121,-0.000605
582,0.582,-119,-0.000595
583,0.583,-116,-0.00058
584,0.584,-115,-0.000575
585,0.585,-114,-0.00057
586,0.586,-113,-0.000565
587,0.587,-114,-0.00057
588,0.588,-115,-0.000575
589,0.589,-116,-0.00058
590,0.59,-116,-0.00058
591,0.591,-116,-0.00058
592,0.592,-116,-0.00058
593,0.593,-115,-0.000575
594,0.594,-114,-0.00057
595,0.595,-112,-0.00056
596,0.596,-109,-0.000545
597,0.597,-106,-0.00053
598,0.598,-103,-0.000515
599,0.599,-101,-0.000505
600,0.6,-98,-0.00049
601,0.601,-97,-0.000485
602,0.602,-95,-0.000475
603,0.603,-94,-0.00047
604,0.604,-94,-0.00047
605,0.605,-93,-0.000465
606,0.606,-93,-0.000465
607,0.607,-93,-0.000465
608,0.608,-92,-0.00046
609,0.609,-91,-0.000455
610,0.61,-89,-0.000445
611,0.611,-87,-0.000435
612,0.612,-85,-0.000425
613,0.613,-84,-0.00042
614,0.614,-83,-0.000415
615,0.615,-81,-0.000405
616,0.616,-80,-0.0004
617,0.617,-78,-0.00039
618,0.618,-78,-0.00039
619,0.619,-78,-0.00039
620,0.62,-78,-0.00039
621,0.621,-78,-0.00039
622,0.622,-78,-0.00039
623,0.623,-78,-0.00039
624,0.624,-78,-0.00039
625,0.625,-77,-0.000385
626,0.626,-76,-0.00038
627,0.627,-74,-0.00037
628,0.628,-73,-0.000365
629,0.629,-69,-0.000345
630,0.63,-66,-0.00033
631,0.631,-64,-0.00032
632,0.632,-62,-0.00031
633,0.633,-60,-0.0003
634,0.634,-59,-0.000295
635,0.635,-58,-0.00029
636,0.636,-57,-0.000285
637,0.637,-57,-0.000285
638,0.638,-56,-0.00028
639,0.639,-55,-0.000275
640,0.64,-53,-0.000265
641,0.641,-52,-0.00026
642,0.642,-49,-0.000245
643,0.643,-47,-0.000235
644,0.644,-44,-0.00022
645,0.645,-42,-0.00021
646,0.646,-39,-0.000195
647,0.647,-36,-0.00018
648,0.648,-34,-0.00017
649,0.649,-33,-0.000165
650,0.65,-31,-0.000155
651,0.651,-30,-0.00015
652,0.652,-29,-0.000145
653,0.653,-28,-0.00014
654,0.654,-28,-0.00014
655,0.655,-28,-0.00014
656,0.656,-28,-0.00014
657,0.657,-27,-0.000135
658,0.658,-27,-0.000135
659,0.659,-25,-0.000125
660,0.66,-24,-0.00012
661,0.661,-22,-0.00011
662,0.662,-21,-0.000105
663,0.663,-19,-9.5e-05
664,0.664,-17,-8.5e-05
665,0.665,-16,-8e-05
666,0.666,-16,-8e-05
667,0.667,-15,-7.5e-05
668,0.668,-15,-7.5e-05
669,0.669,-15,-7.5e-05
670,0.67,-15,-7.5e-05
671,0.671,-16,-8e-05
672,0.672,-16,-8e-05
673,0.673,-17,-8.5e-05
674,0.674,-17,-8.5e-05
675,0.675,-17,-8.5e-05
676,0.676,-17,-8.5e-05
677,0.677,-17,-8.5e-05
678,0.678,-17,-8.5e-05
679,0.679,-16,-8e-05
680,0.68,-14,-7e-05
681,0.681,-13,-6.5e-05
682,0.682,-13,-6.5e-05
683,0.683,-13,-6.5e-05
684,0.684,-13,-6.5e-05
685,0.685,-13,-6.5e-05
686,0.686,-13,-6.5e-05
687,0.687,-15,-7.5e-05
688,0.688,-16,-8e-05
689,0.689,-17,-8.5e-05
690,0.69,-19,-9.5e-05
691,0.691,-21,-0.000105
692,0.692,-23,-0.000115
693,0.693,-24,-0.00012
694,0.694,-26,-0.00013
695,0.695,-27,-0.000135
696,0.696,-28,-0.00014
697,0.697,-30,-0.00015
698,0.698,-31,-0.000155
699,0.699,-32,-0.00016
700,0.7,-33,-0.000165
701,0.701,-34,-0.00017
702,0.702,-34,-0.00017
703,0.703,-34,-0.00017
704,0.704,-35,-0.000175
705,0.705,-35,-0.000175
706,0.706,-36,-0.00018
707,0.707,-38,-0.00019
708,0.708,-41,-0.000205
709,0.709,-42,-0.00021
710,0.71,-42,-0.00021
711,0.711,-43,-0.000215
712,0.712,-44,-0.00022
713,0.713,-45,-0.000225
714,0.714,-45,-0.000225
715,0.715,-45,-0.000225
716,0.716,-45,-0.000225
717,0.717,-44,-0.00022
718,0.718,-45,-0.000225
719,0.719,-46,-0.00023
720,0.72,-46,-0.00023
721,0.721,-46,-0.00023
722,0.722,-45,-0.000225
723,0.723,-45,-0.000225
724,0.724,-45,-0.000225
725,0.725,-44,-0.00022
726,0.726,-44,-0.00022
727,0.727,-43,-0.000215
728,0.728,-42,-0.00021
729,0.729,-41,-0.000205
730,0.73,-40,-0.0002
731,0.731,-39,-0.000195
732,0.732,-39,-0.000195
733,0.733,-39,-0.000195
734,0.734,-39,-0.000195
735,0.735,-38,-0.00019
736,0.736,-37,-0.000185
737,0.737,-38,-0.00019
738,0.738,-39,-0.000195
739,0.739,-39,-0.000195
740,0.74,-39,-0.000195
741,0.741,-39,-0.000195
742,0.742,-39,-0.000195
743,0.743,-37,-0.000185
744,0.744,-36,-0.00018
745,0.745,-34,-0.00017
746,0.746,-33,-0.000165
747,0.747,-31,-0.000155
748,0.748,-29,-0.000145
749,0.749,-28,-0.00014
750,0.75,-27,-0.000135
751,0.751,-27,-0.000135
752,0.752,-27,-0.000135
753,0.753,-27,-0.000135
754,0.754,-27,-0.000135
755,0.755,-27,-0.000135
756,0.756,-28,-0.00014
757,0.757,-28,-0.00014
758,0.758,-29,-0.000145
759,0.759,-28,-0.00014
760,0.76,-27,-0.000135
761,0.761,-25,-0.000125
762,0.762,-24,-0.00012
763,0.763,-23,-0.000115
764,0.764,-21,-0.000105
765,0.765,-19,-9.5e-05
766,0.766,-16,-8e-05
767,0.767,-14,-7e-05
768,0.768,-12,-6e-05
769,0.769,-10,-5e-05
770,0.77,-9,-4.5e-05
771,0.771,-10,-5e-05
772,0.772,-10,-5e-05
773,0.773,-10,-5e-05
774,0.774,-10,-5e-05
775,0.775,-9,-4.5e-05
776,0.776,-9,-4.5e-05
777,0.777,-8,-4e-05
778,0.778,-7,-3.5e-05
779,0.779,-7,-3.5e-05
780,0.78,-6,-3e-05
781,0.781,-6,-3e-05
782,0.782,-5,-2.5e-05
783,0.783,-4,-2e-05
784,0.784,-4,-2e-05
785,0.785,-5,-2.5e-05
786,0.786,-6,-3e-05
787,0.787,-6,-3e-05
788,0.788,-6,-3e-05
789,0.789,-6,-3e-05
790,0.79,-6,-3e-05
791,0.791,-6,-3e-05
792,0.792,-5,-2.5e-05
793,0.793,-3,-1.5e-05
794,0.794,0,0.0
795,0.795,1,5e-06
796,0.796,2,1e-05
797,0.797,3,1.5e-05
798,0.798,5,2.5e-05
799,0.799,6,3e-05
800,0.8,8,4e-05
801,0.801,6,3e-05
802,0.802,5,2.5e-05
803,0.803,4,2e-05
804,0.804,5,2.5e-05
805,0.805,5,2.5e-05
806,0.806,6,3e-05
807,0.807,7,3.5e-05
808,0.808,8,4e-05
809,0.809,10,5e-05
810,0.81,12,6e-05
811,0.811,14,7e-05
812,0.812,16,8e-05
813,0.813,17,8.5e-05
814,0.814,18,9e-05
815,0.815,17,8.5e-05
816,0.816,17,8.5e-05
817,0.817,16,8e-05
818,0.818,14,7e-05
819,0.819,12,6e-05
820,0.82,9,4.5e-05
821,0.821,7,3.5e-05
822,0.822,4,2e-05
823,0.823,3,1.5e-05
824,0.824,3,1.5e-05
825,0.825,3,1.5e-05
826,0.826,3,1.5e-05
827,0.827,4,2e-05
828,0.828,5,2.5e-05
829,0.829,4,2e-05
830,0.83,4,2e-05
831,0.831,3,1.5e-05
832,0.832,0,0.0
833,0.833,-2,-1e-05
834,0.834,-3,-1.5e-05
835,0.835,-2,-1e-05
836,0.836,-1,-5e-06
837,0.837,-2,-1e-05
838,0.838,-3,-1.5e-05
839,0.839,-3,-1.5e-05
840,0.84,-4,-2e-05
841,0.841,-5,-2.5e-05
842,0.842,-5,-2.5e-05
843,0.843,-4,-2e-05
844,0.844,-4,-2e-05
845,0.845,-3,-1.5e-05
846,0.846,-2,-1e-05
847,0.847,-1,-5e-06
848,0.848,0,0.0
849,0.849,0,0.0
850,0.85,0,0.0
851,0.851,-1,-5e-06
852,0.852,-1,-5e-06
853,0.853,-2,-1e-05
854,0.854,-3,-1.5e-05
855,0.855,-4,-2e-05
856,0.856,-6,-3e-05
857,0.857,-6,-3e-05
858,0.858,-7,-3.5e-05
859,0.859,-7,-3.5e-05
860,0.86,-7,-3.5e-05
861,0.861,-6,-3e-05
862,0.862,-6,-3e-05
863,0.863,-5,-2.5e-05
864,0.864,-4,-2e-05
865,0.865,-5,-2.5e-05
866,0.866,-6,-3e-05
867,0.867,-6,-3e-05
868,0.868,-7,-3.5e-05
869,0.869,-8,-4e-05
870,0.87,-9,-4.5e-05
871,0.871,-11,-5.5e-05
872,0.872,-13,-6.5e-05
873,0.873,-13,-6.5e-05
874,0.874,-13,-6.5e-05
875,0.875,-13,-6.5e-05
876,0.876,-14,-7e-05
877,0.877,-14,-7e-05
878,0.878,-14,-7e-05
879,0.879,-15,-7.5e-05
880,0.88,-15,-7.5e-05
881,0.881,-16,-8e-05
882,0.882,-16,-8e-05
883,0.883,-17,-8.5e-05
884,0.884,-16,-8e-05
885,0.885,-15,-7.5e-05
886,0.886,-13,-6.5e-05
887,0.887,-14,-7e-05
888,0.888,-14,-7e-05
889,0.889,-14,-7e-05
890,0.89,-14,-7e-05
891,0.891,-14,-7e-05
892,0.892,-13,-6.5e-05
893,0.893,-11,-5.5e-05
894,0.894,-10,-5e-05
895,0.895,-8,-4e-05
896,0.896,-7,-3.5e-05
897,0.897,-5,-2.5e-05
898,0.898,-5,-2.5e-05
899,0.899,-6,-3e-05
900,0.9,-6,-3e-05
901,0.901,-7,-3.5e-05
902,0.902,-7,-3.5e-05
903,0.903,-7,-3.5e-05
904,0.904,-7,-3.5e-05
905,0.905,-7,-3.5e-05
906,0.906,-8,-4e-05
907,0.907,-8,-4e-05
908,0.908,-9,-4.5e-05
909,0.909,-9,-4.5e-05
910,0.91,-9,-4.5e-05
911,0.911,-8,-4e-05
912,0.912,-8,-4e-05
913,0.913,-7,-3.5e-05
914,0.914,-6,-3e-05
915,0.915,-6,-3e-05
916,0.916,-6,-3e-05
917,0.917,-7,-3.5e-05
918,0.918,-9,-4.5e-05
919,0.919,-11,-5.5e-05
920,0.92,-13,-6.5e-05
921,0.921,-13,-6.5e-05
922,0.922,-14,-7e-05
923,0.923,-15,-7.5e-05
924,0.924,-16,-8e-05
925,0.925,-16,-8e-05
926,0.926,-16,-8e-05
927,0.927,-16,-8e-05
928,0.928,-16,-8e-05
929,0.929,-16,-8e-05
930,0.93,-15,-7.5e-05
931,0.931,-15,-7.5e-05
932,0.932,-15,-7.5e-05
933,0.933,-15,-7.5e-05
934,0.934,-15,-7.5e-05
935,0.935,-16,-8e-05
936,0.936,-16,-8e-05
937,0.937,-17,-8.5e-05
938,0.938,-18,-9e-05
939,0.939,-19,-9.5e-05
940,0.94,-22,-0.00011
941,0.941,-24,-0.00012
942,0.942,-26,-0.00013
